ID,Note,List status,Position keyword,City,Email from,Email,Phone,Company name,Company website,Vanancy link,Additional info,Industry,Vacancy title,Company address,Company size,Company turnover,Vacancy posted,Parsed date,Marketing email IDs
6443a238f06ef68545e1387f,,white,calgary,cleaner,jobsite,resumes@whitespotjanitorial.com,,White Spot Janitorial Services,,https://www.jobbank.gc.ca/jobsearch/jobposting/37592967?source=searchresults,,,cleaner supervisor,,,,Tue Feb 07 2023 00:00:00 GMT+0100 (Central European Standard Time),Sat Apr 22 2023 10:55:20 GMT+0200 (Central European Summer Time),
6443a237f06ef68545e13876,,white,calgary,cleaner,jobsite,info@pro16-3.ca,,Pro 16-3 Cleaning Services Inc. ,,https://www.jobbank.gc.ca/jobsearch/jobposting/37638470?source=searchresults,,,construction cleaner,,,,Tue Feb 14 2023 00:00:00 GMT+0100 (Central European Standard Time),Sat Apr 22 2023 10:55:20 GMT+0200 (Central European Summer Time),
6443a237f06ef68545e13877,,white,calgary,cleaner,jobsite,primesmartcleaningservices@gmail.com,,PRIME SMART CLEANING SERVICES,,https://www.jobbank.gc.ca/jobsearch/jobposting/37868305?source=searchresults,,,"cleaner, heavy duty",,,,Thu Mar 16 2023 00:00:00 GMT+0100 (Central European Standard Time),Sat Apr 22 2023 10:55:20 GMT+0200 (Central European Summer Time),
6443a238f06ef68545e1387d,,white,calgary,cleaner,jobsite,dencacabinets@gmail.com,,Denca Distributors Ltd,http://www.denca.ca/,https://www.jobbank.gc.ca/jobsearch/jobposting/38142248?source=searchresults,,,"cleaner, plant",,,,Fri Apr 21 2023 00:00:00 GMT+0200 (Central European Summer Time),Sat Apr 22 2023 10:55:20 GMT+0200 (Central European Summer Time),
6443a238f06ef68545e1387e,,white,calgary,cleaner,jobsite,breathewellfurnace@gmail.com,,RP’S cleaning services corp,,https://www.jobbank.gc.ca/jobsearch/jobposting/37565195?source=searchresults,,,cleaner supervisor,,,,Thu Feb 02 2023 00:00:00 GMT+0100 (Central European Standard Time),Sat Apr 22 2023 10:55:20 GMT+0200 (Central European Summer Time),
6443a243f06ef68545e13891,,white,calgary,cleaner,jobsite,services.mr@outlook.com,,M AND R CLEANING SERVICES INC.,,https://www.jobbank.gc.ca/jobsearch/jobposting/38071790?source=searchresults,,,cleaner supervisor,,,,Fri Apr 14 2023 00:00:00 GMT+0200 (Central European Summer Time),Sat Apr 22 2023 10:55:20 GMT+0200 (Central European Summer Time),
6443a242f06ef68545e13888,,white,calgary,cleaner,jobsite,urbanhomescorp81@gmail.com,,URBAN HOMES CORP,,https://www.jobbank.gc.ca/jobsearch/jobposting/37544269?source=searchresults,,,construction cleaner,,,,Tue Jan 31 2023 00:00:00 GMT+0100 (Central European Standard Time),Sat Apr 22 2023 10:55:20 GMT+0200 (Central European Summer Time),
6443a243f06ef68545e1388f,,white,calgary,cleaner,jobsite,info@pro16-3.ca,,Pro 16-3 Cleaning Services Inc. ,,https://www.jobbank.gc.ca/jobsearch/jobposting/37638470?source=searchresults,,,construction cleaner,,,,Tue Feb 14 2023 00:00:00 GMT+0100 (Central European Standard Time),Sat Apr 22 2023 10:55:20 GMT+0200 (Central European Summer Time),
6443a243f06ef68545e13890,,white,calgary,cleaner,jobsite,primesmartcleaningservices@gmail.com,,PRIME SMART CLEANING SERVICES,,https://www.jobbank.gc.ca/jobsearch/jobposting/37868305?source=searchresults,,,"cleaner, heavy duty",,,,Thu Mar 16 2023 00:00:00 GMT+0100 (Central European Standard Time),Sat Apr 22 2023 10:55:20 GMT+0200 (Central European Summer Time),
6443a24ef06ef68545e138a1,,white,calgary,cleaner,jobsite,urbanhomescorp81@gmail.com,,URBAN HOMES CORP,,https://www.jobbank.gc.ca/jobsearch/jobposting/37544269?source=searchresults,,,construction cleaner,,,,Tue Jan 31 2023 00:00:00 GMT+0100 (Central European Standard Time),Sat Apr 22 2023 10:55:20 GMT+0200 (Central European Summer Time),
644433d54fbe5c359b458f88,,white,calgary,cleaner,jobsite,jobs.ecliving@gmail.com,,EC Living Ltd.,https://www.ecliving.ca/,https://www.jobbank.gc.ca/jobsearch/jobposting/38048517?source=searchresults,,,cleaner,,,,Tue Apr 11 2023 00:00:00 GMT+0200 (Central European Summer Time),Sat Apr 22 2023 21:20:55 GMT+0200 (Central European Summer Time),
644433d54fbe5c359b458f87,,white,calgary,cleaner,jobsite,n29_ranjo@yahoo.ca,,Nixda Management Inc.,,https://www.jobbank.gc.ca/jobsearch/jobposting/37420187?source=searchresults,,,cleaner supervisor,,,,Thu Jan 12 2023 00:00:00 GMT+0100 (Central European Standard Time),Sat Apr 22 2023 21:20:55 GMT+0200 (Central European Summer Time),
644433df4fbe5c359b458f91,,white,calgary,cleaner,jobsite,nsubejano@gmail.com,,CN JANITORIAL SERVICES,,https://www.jobbank.gc.ca/jobsearch/jobposting/38045529?source=searchresults,CL4952,,cleaner,,,,Tue Apr 11 2023 00:00:00 GMT+0200 (Central European Summer Time),Sat Apr 22 2023 21:20:55 GMT+0200 (Central European Summer Time),
644433df4fbe5c359b458f90,,white,calgary,cleaner,jobsite,amjid.calgary@gmail.com,,Super Barber Shop and Beauty Salon Ltd,,https://www.jobbank.gc.ca/jobsearch/jobposting/38096272?source=searchresults,,,cleaner,,,,Tue Apr 18 2023 00:00:00 GMT+0200 (Central European Summer Time),Sat Apr 22 2023 21:20:55 GMT+0200 (Central European Summer Time),
644433df4fbe5c359b458f8f,,white,calgary,cleaner,jobsite,rknahal@outlook.com,,SWEET HOME RESIDENTIAL AND COMMERCIAL CLEANING SERVICES LTD.,,https://www.jobbank.gc.ca/jobsearch/jobposting/38069624?source=searchresults,,,cleaner,,,,Fri Apr 14 2023 00:00:00 GMT+0200 (Central European Summer Time),Sat Apr 22 2023 21:20:55 GMT+0200 (Central European Summer Time),
644433e84fbe5c359b458f98,,white,calgary,cleaner,jobsite,planetcleaningjobs@gmail.com,,PLANET CLEANING LTD.,,https://www.jobbank.gc.ca/jobsearch/jobposting/38054042?source=searchresults,,,cleaner,,,,Wed Apr 12 2023 00:00:00 GMT+0200 (Central European Summer Time),Sat Apr 22 2023 21:20:55 GMT+0200 (Central European Summer Time),
644433e84fbe5c359b458f99,,white,calgary,cleaner,jobsite,jobsmaxxcalgary@gmail.com,,MAXX CAR RENTAL,,https://www.jobbank.gc.ca/jobsearch/jobposting/38011365?source=searchresults,,,cleaner,,,,Wed Apr 05 2023 00:00:00 GMT+0200 (Central European Summer Time),Sat Apr 22 2023 21:20:55 GMT+0200 (Central European Summer Time),
644433f24fbe5c359b458fa1,,white,calgary,cleaner,jobsite,rsdubaitint@gmail.com,,RS DUBAI TINT,,https://www.jobbank.gc.ca/jobsearch/jobposting/37417123?source=searchresults,,,auto detailer,,,,Wed Jan 11 2023 00:00:00 GMT+0100 (Central European Standard Time),Sat Apr 22 2023 21:20:55 GMT+0200 (Central European Summer Time),
644433fc4fbe5c359b458fac,,white,calgary,cleaner,jobsite,awsyycjobs@gmail.com,,Auto World Sales Inc.,,https://www.jobbank.gc.ca/jobsearch/jobposting/38011245?source=searchresults,,,cleaner,,,,Wed Apr 05 2023 00:00:00 GMT+0200 (Central European Summer Time),Sat Apr 22 2023 21:20:55 GMT+0200 (Central European Summer Time),
644433fc4fbe5c359b458faa,,white,calgary,cleaner,jobsite,cleaninghub2021@gmail.com,,H & J Cleaning Corp.,,https://www.jobbank.gc.ca/jobsearch/jobposting/38077644?source=searchresults,,,cleaner,,,,Sat Apr 15 2023 00:00:00 GMT+0200 (Central European Summer Time),Sat Apr 22 2023 21:20:55 GMT+0200 (Central European Summer Time),
644433fc4fbe5c359b458fab,,white,calgary,cleaner,jobsite,careers.cheemalimited@outlook.com,,Cheema Ltd,,https://www.jobbank.gc.ca/jobsearch/jobposting/38010381?source=searchresults,,,cleaner,,,,Wed Apr 05 2023 00:00:00 GMT+0200 (Central European Summer Time),Sat Apr 22 2023 21:20:55 GMT+0200 (Central European Summer Time),
644434054fbe5c359b458fb5,,white,calgary,cleaner,jobsite,hbath@ymail.com,,J&R Cleaning Company Ltd,,https://www.jobbank.gc.ca/jobsearch/jobposting/38044416?source=searchresults,,,cleaner,,,,Tue Apr 11 2023 00:00:00 GMT+0200 (Central European Summer Time),Sat Apr 22 2023 21:20:55 GMT+0200 (Central European Summer Time),
644434054fbe5c359b458fb3,,white,calgary,cleaner,jobsite,basiliocurameng@yahoo.com,,GIAN CLEANING CORPORATION,,https://www.jobbank.gc.ca/jobsearch/jobposting/37994486?source=searchresults,,,cleaner,,,,Mon Apr 03 2023 00:00:00 GMT+0200 (Central European Summer Time),Sat Apr 22 2023 21:20:55 GMT+0200 (Central European Summer Time),
644637e5b1953c0aaf5ac2d8,,white,calgary,cleaner,jobsite,grreencleaning@gmail.com,,Green & Gold Cleaning,http://www.greenandgoldcleaning.com/,https://www.jobbank.gc.ca/jobsearch/jobposting/37993176?source=searchresults,,,cleaner,,,,Mon Apr 03 2023 00:00:00 GMT+0200 (Central European Summer Time),Sun Apr 23 2023 11:47:24 GMT+0200 (Central European Summer Time),
644637e5b1953c0aaf5ac2d9,,white,calgary,cleaner,jobsite,loungexviii18@gmail.com,,LOUNGE EIGHTEEN,http://www.loungeeighteen.com/,https://www.jobbank.gc.ca/jobsearch/jobposting/37951123?source=searchresults,,,cleaner,,,,Tue Mar 28 2023 00:00:00 GMT+0200 (Central European Summer Time),Sun Apr 23 2023 11:47:24 GMT+0200 (Central European Summer Time),
644637eeb1953c0aaf5ac2e3,,white,calgary,cleaner,jobsite,hrmoderncleaning@gmail.com,,Modern Cleaning,,https://www.jobbank.gc.ca/jobsearch/jobposting/37510508?source=searchresults,,,cleaner,,,,Wed Jan 25 2023 00:00:00 GMT+0100 (Central European Standard Time),Sun Apr 23 2023 11:47:24 GMT+0200 (Central European Summer Time),
644637eeb1953c0aaf5ac2e1,,white,calgary,cleaner,jobsite,resume.mainstreet@gmail.com,,Mainstreet Equity Corp,http://www.mainst.biz/,https://www.jobbank.gc.ca/jobsearch/jobposting/37374887?source=searchresults,,,cleaner,,,,Tue Jan 03 2023 00:00:00 GMT+0100 (Central European Standard Time),Sun Apr 23 2023 11:47:24 GMT+0200 (Central European Summer Time),
644637eeb1953c0aaf5ac2e2,,white,calgary,cleaner,jobsite,hire.jns@gmail.com,,J n S Building Maintenance Inc.,,https://www.jobbank.gc.ca/jobsearch/jobposting/37405832?source=searchresults,,,cleaner,,,,Mon Jan 09 2023 00:00:00 GMT+0100 (Central European Standard Time),Sun Apr 23 2023 11:47:24 GMT+0200 (Central European Summer Time),
644637f7b1953c0aaf5ac2ec,,white,calgary,cleaner,jobsite,resume20172017@gmail.com,,Merry Maids of Calgary SW,,https://www.jobbank.gc.ca/jobsearch/jobposting/37919468?source=searchresults,,,cleaner,,,,Thu Mar 23 2023 00:00:00 GMT+0100 (Central European Standard Time),Sun Apr 23 2023 11:47:24 GMT+0200 (Central European Summer Time),
644637f7b1953c0aaf5ac2ea,,white,calgary,cleaner,jobsite,pierrefectcleaning@yahoo.com,,Pierrefect Cleaning,,https://www.jobbank.gc.ca/jobsearch/jobposting/37879863?source=searchresults,,,cleaner,,,,Sat Mar 18 2023 00:00:00 GMT+0100 (Central European Standard Time),Sun Apr 23 2023 11:47:24 GMT+0200 (Central European Summer Time),
64463800b1953c0aaf5ac2f4,,white,calgary,cleaner,jobsite,filcanstar@gmail.com,,"FILCAN STAR SERVICES, INC.",,https://www.jobbank.gc.ca/jobsearch/jobposting/37709262?source=searchresults,,,cleaner,,,,Fri Feb 24 2023 00:00:00 GMT+0100 (Central European Standard Time),Sun Apr 23 2023 11:47:24 GMT+0200 (Central European Summer Time),
64463800b1953c0aaf5ac2f3,,white,calgary,cleaner,jobsite,briteenshine@gmail.com,,1478693 Alberta Ltd,,https://www.jobbank.gc.ca/jobsearch/jobposting/37478449?source=searchresults,,,cleaner,,,,Thu Jan 19 2023 00:00:00 GMT+0100 (Central European Standard Time),Sun Apr 23 2023 11:47:24 GMT+0200 (Central European Summer Time),
64463807b1953c0aaf5ac2fe,,white,calgary,cleaner,jobsite,atlascleaning.yyc@outlook.com,,Athletic Cleaning,,https://www.jobbank.gc.ca/jobsearch/jobposting/37942769?source=searchresults,,,cleaner,,,,Mon Mar 27 2023 00:00:00 GMT+0200 (Central European Summer Time),Sun Apr 23 2023 11:47:24 GMT+0200 (Central European Summer Time),
64463807b1953c0aaf5ac2fd,,white,calgary,cleaner,jobsite,info@littertech.com,,Littertech Incorporated,https://littertech.com/,https://www.jobbank.gc.ca/jobsearch/jobposting/38039257?source=searchresults,,,cleaner,,,,Mon Apr 10 2023 00:00:00 GMT+0200 (Central European Summer Time),Sun Apr 23 2023 11:47:24 GMT+0200 (Central European Summer Time),
6446380fb1953c0aaf5ac305,,white,calgary,cleaner,jobsite,2120417albertaltd@gmail.com,,2120417 ALBERTA LTD.,,https://www.jobbank.gc.ca/jobsearch/jobposting/37924695?source=searchresults,,,cleaner,,,,Fri Mar 24 2023 00:00:00 GMT+0100 (Central European Standard Time),Sun Apr 23 2023 11:47:24 GMT+0200 (Central European Summer Time),
6446380fb1953c0aaf5ac303,,white,calgary,cleaner,jobsite,teamcoservices99@gmail.com,,TEAMCO PROPERTY SERVICES INC.,,https://www.jobbank.gc.ca/jobsearch/jobposting/37619005?source=searchresults,,,cleaner,,,,Fri Feb 10 2023 00:00:00 GMT+0100 (Central European Standard Time),Sun Apr 23 2023 11:47:24 GMT+0200 (Central European Summer Time),
6446380fb1953c0aaf5ac304,,white,calgary,cleaner,jobsite,jobs.bluelakecontracting@gmail.com,,Blue Lake Landscaping & Contracting Ltd,http://www.bluelakecontracting.ca/,https://www.jobbank.gc.ca/jobsearch/jobposting/37917538?source=searchresults,,,cleaner,,,,Thu Mar 23 2023 00:00:00 GMT+0100 (Central European Standard Time),Sun Apr 23 2023 11:47:24 GMT+0200 (Central European Summer Time),
64463818b1953c0aaf5ac30d,,white,calgary,cleaner,jobsite,hdhillon312@hotmail.ca,,BAL JANITORIAL SERVICES ,,https://www.jobbank.gc.ca/jobsearch/jobposting/37618867?source=searchresults,,,cleaner,,,,Fri Feb 10 2023 00:00:00 GMT+0100 (Central European Standard Time),Sun Apr 23 2023 11:47:24 GMT+0200 (Central European Summer Time),
64463818b1953c0aaf5ac30c,,white,calgary,cleaner,jobsite,dkcleaning10@gmail.com,,DK Cleaning Services Ltd,,https://www.jobbank.gc.ca/jobsearch/jobposting/37438900?source=searchresults,,,cleaner,,,,Sat Jan 14 2023 00:00:00 GMT+0100 (Central European Standard Time),Sun Apr 23 2023 11:47:24 GMT+0200 (Central European Summer Time),
64463a8c116add401a437665,,white,calgary,cleaner,jobsite,calgaryexcavatingltd@gmail.com,,CALGARY EXCAVATING AND TRUCKING LTD.,,https://www.jobbank.gc.ca/jobsearch/jobposting/37494442?source=searchresults,,,cleaner,,,,Mon Jan 23 2023 00:00:00 GMT+0100 (Central European Standard Time),Mon Apr 24 2023 10:11:29 GMT+0200 (Central European Summer Time),
64463a8c116add401a437663,,white,calgary,cleaner,jobsite,thuvan2872002@yahoo.com,,J J Hardwood Floors Ltd,,https://www.jobbank.gc.ca/jobsearch/jobposting/37945222?source=searchresults,,,cleaner,,,,Mon Mar 27 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 10:11:29 GMT+0200 (Central European Summer Time),
64463a8c116add401a437664,,white,calgary,cleaner,jobsite,southboundbottledepotltd@gmail.com,,SOUTH BOUND BOTTLE DEPOT LTD,,https://www.jobbank.gc.ca/jobsearch/jobposting/37535944?source=searchresults,,,cleaner,,,,Sun Jan 29 2023 00:00:00 GMT+0100 (Central European Standard Time),Mon Apr 24 2023 10:11:29 GMT+0200 (Central European Summer Time),
64463a95116add401a43766e,,white,calgary,cleaner,jobsite,info@cleantouchjanitorial.com,,CLEAN TOUCH JANITORIAL,,https://www.jobbank.gc.ca/jobsearch/jobposting/37612276?source=searchresults,,,cleaner,,,,Thu Feb 09 2023 00:00:00 GMT+0100 (Central European Standard Time),Mon Apr 24 2023 10:11:29 GMT+0200 (Central European Summer Time),
64463a95116add401a43766d,,white,calgary,cleaner,jobsite,kamaljitkhamba@gmail.com,,CHESTERMERE BOTTLE DEPOT,,https://www.jobbank.gc.ca/jobsearch/jobposting/37892326?source=searchresults,,,cleaner,,,,Mon Mar 20 2023 00:00:00 GMT+0100 (Central European Standard Time),Mon Apr 24 2023 10:11:29 GMT+0200 (Central European Summer Time),
64463a9e116add401a437675,,white,calgary,cleaner,jobsite,jobsyycap@gmail.com,,Prestige Hospitality Ha Inc,,https://www.jobbank.gc.ca/jobsearch/jobposting/37981040?source=searchresults,,,building caretaker,,,,Sat Apr 01 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 10:11:29 GMT+0200 (Central European Summer Time),
64463a9e116add401a437673,,white,calgary,cleaner,jobsite,jsdeepcleaners@gmail.com,,JS Deep Clean Ltd.,,https://www.jobbank.gc.ca/jobsearch/jobposting/37381390?source=searchresults,,,cleaner,,,,Wed Jan 04 2023 00:00:00 GMT+0100 (Central European Standard Time),Mon Apr 24 2023 10:11:29 GMT+0200 (Central European Summer Time),
64463aa6116add401a43767e,,white,calgary,cleaner,jobsite,sherri.cunningham@gdi.com,,GDI Integrated Facility Services,http://www.gdi.com/,https://www.jobbank.gc.ca/jobsearch/jobposting/38093779?source=searchresults,,,"cleaner, carpets",,,,Tue Apr 18 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 10:11:29 GMT+0200 (Central European Summer Time),
64463aa6116add401a43767c,,white,calgary,cleaner,jobsite,sagehillbottle@gmail.com,,Sage Hill Bottle Depot Ltd.,https://www.sagehillbottledepot.ca/,https://www.jobbank.gc.ca/jobsearch/jobposting/37900252?source=searchresults,,,cleaner,,,,Tue Mar 21 2023 00:00:00 GMT+0100 (Central European Standard Time),Mon Apr 24 2023 10:11:29 GMT+0200 (Central European Summer Time),
64463aa6116add401a43767d,,white,calgary,cleaner,jobsite,careers@sprucemeadows.com,403-974-4266,Spruce Meadows Ltd,http://www.sprucemeadows.com/,https://www.jobbank.gc.ca/jobsearch/jobposting/37898964?source=searchresults,,,"maintenance worker, building",,,,Tue Mar 21 2023 00:00:00 GMT+0100 (Central European Standard Time),Mon Apr 24 2023 10:11:29 GMT+0200 (Central European Summer Time),
64463aae116add401a437686,,white,calgary,cleaner,jobsite,airporttraveller1@gmail.com,,Airport Traveller's Inn,,https://www.jobbank.gc.ca/jobsearch/jobposting/38040689?source=searchresults,,,hotel cleaner,,,,Mon Apr 10 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 10:11:29 GMT+0200 (Central European Summer Time),
64463aae116add401a437685,,white,calgary,cleaner,jobsite,crissa_cz@yahoo.ca,,Super Steam Car Detailing & Auto Repairs,,https://www.jobbank.gc.ca/jobsearch/jobposting/38103381?source=searchresults,,,specialized cleaner,,,,Wed Apr 19 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 10:11:29 GMT+0200 (Central European Summer Time),
64463ab5116add401a437690,,white,calgary,cleaner,jobsite,eicmoney@gmail.com,,GMG Services Inc,,https://www.jobbank.gc.ca/jobsearch/jobposting/37910600?source=searchresults,,,janitor,,,,Wed Mar 22 2023 00:00:00 GMT+0100 (Central European Standard Time),Mon Apr 24 2023 10:11:29 GMT+0200 (Central European Summer Time),
64463ab5116add401a43768e,,white,calgary,cleaner,jobsite,me123calgary@hotmail.ca,,1243211 ALBERTA LTD. O/A AUTO PARADISE CAR/TRUCK & PET WASH,,https://www.jobbank.gc.ca/jobsearch/jobposting/37665538?source=searchresults,,,car wash attendant,,,,Fri Feb 17 2023 00:00:00 GMT+0100 (Central European Standard Time),Mon Apr 24 2023 10:11:29 GMT+0200 (Central European Summer Time),
64463ab5116add401a43768f,,white,calgary,cleaner,jobsite,2166469ab@gmail.com,,2166469 Alberta Ltd.,,https://www.jobbank.gc.ca/jobsearch/jobposting/37353299?source=searchresults,,,janitor,,,,Tue Dec 27 2022 00:00:00 GMT+0100 (Central European Standard Time),Mon Apr 24 2023 10:11:29 GMT+0200 (Central European Summer Time),
64463e234c9ce6481a7bc0ee,,white,calgary,cleaner,jobsite,bigbucketcarwash20@gmail.com,,Big Bucket Car Wash,,https://www.jobbank.gc.ca/jobsearch/jobposting/37875349?source=searchresults,,,vehicle cleaner,,,,Fri Mar 17 2023 00:00:00 GMT+0100 (Central European Standard Time),Mon Apr 24 2023 10:27:18 GMT+0200 (Central European Summer Time),
64463e2c4c9ce6481a7bc0f5,,white,calgary,cleaner,jobsite,maryligaray@hotmail.com,,M&S CITY WIDE CLEANING SERVICES INC,,https://www.jobbank.gc.ca/jobsearch/jobposting/37633672?source=searchresults,,,janitor,,,,Mon Feb 13 2023 00:00:00 GMT+0100 (Central European Standard Time),Mon Apr 24 2023 10:27:18 GMT+0200 (Central European Summer Time),
64463e2c4c9ce6481a7bc0f4,,white,calgary,cleaner,jobsite,royaloakwash12@gmail.com,,Royal Oak Wash Ltd.,,https://www.jobbank.gc.ca/jobsearch/jobposting/37416610?source=searchresults,,,specialized cleaner,,,,Wed Jan 11 2023 00:00:00 GMT+0100 (Central European Standard Time),Mon Apr 24 2023 10:27:18 GMT+0200 (Central European Summer Time),
64463e344c9ce6481a7bc0fe,,white,calgary,cleaner,jobsite,gm@hiexsouth.ca,,HOLIDAY INN EXPRESS HOTEL & SUITES HOTEL,http://www.hiexpress.com/,https://www.jobbank.gc.ca/jobsearch/jobposting/38017141?source=searchresults,,,"superintendent, building",,,,Thu Apr 06 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 10:27:18 GMT+0200 (Central European Summer Time),
64463e344c9ce6481a7bc0fc,,white,calgary,cleaner,jobsite,yardbusters@hotmail.ca,,Crystal Edge Landscaping Inc,http://yardbusterslandscaping.com/,https://www.jobbank.gc.ca/jobsearch/jobposting/38009623?source=searchresults,,,window washer,,,,Wed Apr 05 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 10:27:18 GMT+0200 (Central European Summer Time),
64463e3c4c9ce6481a7bc104,,white,calgary,cleaner,jobsite,ghdmaintainence@gmail.com,,GHD MAINTAINENCE SERVICES INC,,https://www.jobbank.gc.ca/jobsearch/jobposting/38077377?source=searchresults,,,light duty cleaner,,,,Sat Apr 15 2023 00:00:00 GMT+0200 (Central European Summer Time),Mon Apr 24 2023 10:27:18 GMT+0200 (Central European Summer Time),
64463e444c9ce6481a7bc10c,,white,calgary,cleaner,jobsite,hr@mangomaids.com,,Mango Maids a Division of Palliser International Ltd.,,https://www.jobbank.gc.ca/jobsearch/jobposting/37923608?source=searchresults,,,light duty cleaner,,,,Fri Mar 24 2023 00:00:00 GMT+0100 (Central European Standard Time),Mon Apr 24 2023 10:27:18 GMT+0200 (Central European Summer Time),
64463e444c9ce6481a7bc10b,,white,calgary,cleaner,jobsite,fareeda.tejpar@shaw.ca,,Hampton Inn & Suites,,https://www.jobbank.gc.ca/jobsearch/jobposting/37373052?source=searchresults,,,"superintendent, building",,,,Mon Jan 02 2023 00:00:00 GMT+0100 (Central European Standard Time),Mon Apr 24 2023 10:27:18 GMT+0200 (Central European Summer Time),
